u,v,w,hgt
-0.1084363,0.1150911,-0.0003047083,1315.723
-0.007808746,0.06086081,0.0001720387,1315.366
0.05668332,0.06004076,0.00100822,1315.692
0.06971576,0.1806164,0.001161641,1316.198
-0.04104742,0.5818203,0.0007961195,1317.886
-0.1526158,0.9189724,0.003300754,1322.57
-0.0993513,0.6982378,0.008706929,1333.254
-0.4179652,-0.1862095,-0.008002076,1353.876
-1.680789,-1.542246,-0.1414992,1403.522
-2.276834,-2.01131,-0.2919892,1466.01
-2.250403,-1.906517,-0.3262197,1555.801
-2.461398,-2.200432,-0.36891,1673.204
-2.617229,-2.251321,-0.2967936,1749.412
-2.522708,-1.806126,-0.1808834,1811.56
-2.030081,-1.243726,-0.1040559,1861.737
-0.7983342,-0.3555931,-0.1672791,1840.758
0.554709,0.6582435,-0.3681871,1735.691
1.437949,1.349014,-0.3237482,1608.556
1.362954,1.661988,-0.0928905,1548.207
0.5959015,2.013279,-0.07880187,1547.179
0.9255801,2.25099,-0.2794058,1514.195
1.98806,1.968326,-0.2817798,1433.211
2.232658,1.407758,-0.09133992,1387.572
1.195723,0.6695746,-0.003830248,1383.94
-0.08403166,0.3914071,0.00168563,1385.028
-0.3936589,0.7919369,0.001099989,1385.726
-0.3274973,1.539791,-0.0001531396,1384.71
-0.2699177,2.167991,-0.0006081085,1386.058
0.5003544,-0.4954081,0.002091126,1305.618
0.4163317,-0.483986,-0.0003390582,1304.442
0.3677338,-0.4905325,-0.0005430864,1305.302
0.327721,-0.3525535,-0.0001438378,1306.59
0.3115495,-0.1951537,-2.624157e-05,1307.244
0.293772,-0.04368686,6.686005e-05,1306.812
0.03252968,0.04493948,0.0008115803,1307.423
-0.0679355,-0.06721422,0.0008733366,1308.714
0.02267523,-0.09053598,-8.858702e-05,1308.517
0.01251281,-0.07803565,0.0005765085,1308.134
-0.04364521,-0.04560623,0.002378276,1308.224
-0.07896283,-0.02760641,0.004383073,1309.21
-0.09797332,-0.03118132,0.003820049,1311.585
-0.08200517,-0.02221071,0.00235227,1312.76
-0.08328018,0.01283225,0.005112394,1313.785
-0.1091338,0.03444112,0.006911912,1316.7
-0.1101486,0.03288601,0.004521416,1319.118
-0.11411,0.09568869,0.002365446,1320.616
-0.1579377,0.1734481,0.001499975,1320.82
-0.1992818,0.2255442,0.0005935917,1318.977
-0.2233068,0.2206344,0.0002703127,1316.755
-0.1877183,0.1844514,0.0003261222,1315.695
-0.1123801,0.06778773,0.0002722096,1315.924
-0.05417952,0.007070706,-0.0001697329,1315.602
0.004490857,0.01276749,-0.0001849632,1315.25
0.053335,-0.00664902,0.0006694518,1315.285
0.01840896,-0.04516169,0.001105271,1316.55
-0.03969841,0.04111483,0.0004613574,1319.681
0.05976977,0.3094929,0.002856422,1322.694
0.05479006,0.1095083,-0.01255901,1329.419
-1.417789,-1.159228,-0.1890804,1369.689
-2.792396,-2.255241,-0.4448526,1474.741
-2.733848,-2.338852,-0.445315,1585.152
-2.410721,-1.878013,-0.2926109,1668.601
-2.505447,-1.871737,-0.1850868,1748.695
-2.264198,-1.341742,-0.07353369,1786.223
-1.435297,-0.4232806,-0.05908557,1781.894
-0.77511,0.3969591,-0.1371167,1767.665
0.008982909,1.145341,-0.3264772,1721.19
1.061477,1.759168,-0.467629,1614.82
1.553723,1.888184,-0.2588015,1530.311
0.821341,1.398303,-0.04313783,1544.356
0.3240584,1.39861,-0.1384273,1555.788
1.133297,1.728883,-0.2875772,1487.018
1.916343,1.847551,-0.2195016,1412.921
1.926813,1.527575,-0.05060662,1386.705
1.037733,0.789558,-0.003484478,1382.845
-0.01751534,0.2736081,0.0006297408,1383.62
-0.3458505,0.3585987,0.001213375,1385.078
-0.3505802,0.9271078,-0.000235874,1384.536
-0.3510889,1.74044,-0.0004493068,1386.596
0.4810105,-0.5226589,0.004222346,1306.614
0.406272,-0.4785044,0.001804494,1305.109
0.3502742,-0.4414925,-8.988522e-06,1304.627
0.2736553,-0.2713465,-0.0004177101,1305.306
0.2577061,-0.1843707,-7.722134e-05,1305.895
0.2567994,-0.09550498,0.0002297235,1306.051
0.0523853,-0.0177819,0.0004975934,1306.369
-0.03831108,-0.07030524,0.0012087,1306.894
0.02385537,-0.07022011,0.0004961047,1307.253
0.02454048,-0.06760058,-0.0003102788,1307.083
-0.0134167,-0.04819894,0.001498746,1306.954
-0.06174663,-0.02576498,0.003623789,1308.106
-0.09371182,-0.009933386,0.003116976,1310.527
-0.08417277,-0.01340776,0.001191372,1311.943
-0.07076176,-0.0104849,0.001843586,1312.385
-0.08827166,0.0149058,0.004990759,1313.835
-0.1112425,0.02600816,0.006002646,1316.177
-0.1082911,0.01714977,0.004050149,1317.875
-0.08409679,0.02899422,0.002019693,1317.299
-0.1349542,0.08949132,0.0009210492,1315.764
-0.1914003,0.07047157,0.0006286023,1315.159
-0.1398741,-0.005219463,0.0003450289,1315.255
-0.07459326,-0.04652025,0.0002294405,1315.841
-0.05571852,-0.05709674,-9.83524e-05,1315.832
-0.02523468,-0.06107711,-0.0002616196,1315.588
0.004768648,-0.06703302,-0.0002444242,1315.318
-0.0304519,0.01896058,0.0005124001,1316.278
0.04364867,0.007609694,0.002557367,1318.881
0.2123299,-0.05483624,-0.0007589609,1322.436
-0.7888315,-0.7860687,-0.1386585,1341.693
-2.81646,-1.768623,-0.4993246,1436.674
-3.677838,-2.135919,-0.6139494,1580.587
-3.405213,-1.984827,-0.3613389,1679.659
-2.785062,-1.372456,-0.1672213,1740.9
-2.080173,-0.6744737,-0.09697897,1757.828
-1.090746,0.2026778,-0.09112567,1728.269
-0.4090159,0.8616166,-0.09394038,1697.288
-0.173692,1.209603,-0.1391444,1670.904
0.4633559,1.763178,-0.333579,1613.771
1.436996,2.349463,-0.3971874,1518.936
1.572822,2.502272,-0.2062827,1468.2
0.4541703,2.248459,-0.1774869,1497.424
0.2162445,2.252318,-0.3090563,1499.334
1.04477,2.040387,-0.264012,1435.048
1.495751,2.012529,-0.1122906,1391.089
1.305955,1.586867,-0.01359962,1383.928
0.549691,0.8282004,-0.0002412831,1383.229
-0.09999657,0.3971726,0.001284148,1383.709
-0.2762476,0.4280878,0.003254138,1383.912
-0.352264,0.7324013,-8.056563e-05,1384.524
-0.3499671,1.424147,-4.235838e-05,1387.01
0.3929165,-0.5381984,0.002178734,1309.223
0.3685246,-0.5091338,0.001440071,1307.603
0.3508959,-0.3886966,0.0002684138,1304.594
0.2383678,-0.2311031,-0.00027633,1303.523
0.1838402,-0.1997622,-2.959885e-05,1303.85
0.1889691,-0.1552173,0.000292772,1304.628
0.09432032,-0.07226671,0.0003361585,1305.416
-0.06385957,-0.06496311,0.0009861537,1306.319
-0.05972595,-0.08845787,5.529274e-05,1307.81
0.02187583,-0.09141505,-0.002071845,1308.213
0.0191954,-0.07666208,-0.000373415,1307.348
-0.04217079,-0.05847907,0.003695275,1308.739
-0.1012432,-0.05199869,0.002917209,1312.075
-0.09372927,-0.04886447,-0.0002097176,1313.336
-0.0690207,-0.06164634,-0.001035352,1313.228
-0.08341397,-0.07057775,0.0006347995,1313.468
-0.1264323,-0.07147804,0.003226291,1314.263
-0.168582,-0.07348013,0.003601927,1315.352
-0.1927364,-0.05514957,0.00181051,1315.267
-0.2833996,0.04122131,0.0007563362,1314.577
-0.3163448,0.03840303,0.0006460103,1314.688
-0.2311961,-0.05209145,0.0003067741,1315.287
-0.1209319,-0.07835872,-1.127178e-05,1315.723
-0.08900366,-0.04474043,-0.0001251792,1315.683
-0.06211889,-0.03040376,-3.361696e-05,1315.557
-0.03780284,-0.06886962,-9.326937e-05,1315.981
-0.03663372,0.03302786,-3.613241e-06,1316.262
0.2496838,0.01440625,0.004973648,1313.199
0.2254801,-0.3500139,-0.03897315,1327.283
-1.755427,-1.053506,-0.3182805,1385.722
-3.767007,-1.287009,-0.5826902,1509.567
-3.835325,-1.137362,-0.4078396,1630.796
-2.9854,-0.4414909,-0.1394158,1679.095
-1.980341,0.4008003,-0.1849894,1688.713
-1.080338,1.076306,-0.2721612,1668.288
-0.5642797,1.283993,-0.1441905,1649.473
-0.410396,1.115628,-0.05364668,1647.135
-0.01391847,1.208883,-0.1550008,1612.687
0.8856745,1.833451,-0.3453195,1528.913
1.681491,2.409946,-0.3013521,1449.037
1.588421,2.768903,-0.1511,1418.306
0.6170673,3.149162,-0.1985965,1416.53
0.2430657,3.157681,-0.2341769,1407.135
0.641587,2.601991,-0.1106873,1385.545
0.845327,2.171717,-0.0265379,1376.648
0.4966837,1.490308,-0.001738423,1379.233
-0.00920767,0.7891852,0.001527925,1382.168
-0.1582355,0.5638492,0.004183181,1380.895
-0.2629064,0.6157914,0.003961837,1380.167
-0.3683365,0.7833575,0.0009477686,1383.793
-0.277861,1.237635,0.001375906,1385.563
0.3044092,-0.4273769,0.000141604,1308.992
0.3042471,-0.4439439,0.0002236183,1308.073
0.2673166,-0.3600591,0.0004887389,1305.744
0.1673046,-0.2324143,0.0004772462,1303.778
0.1038146,-0.2140495,0.0002345109,1303.619
0.1229936,-0.1981521,0.00043176,1304.991
0.1052292,-0.1032044,0.000450231,1306.885
-0.09563156,-0.03201728,0.000709407,1308.946
-0.1060057,-0.1063568,-0.0003584003,1310.504
0.03629788,-0.1060699,-0.002486553,1310.117
0.03712419,-0.09464033,-0.00164877,1308.408
-0.01912893,-0.06985287,0.003364276,1309.235
-0.09480003,-0.05385196,0.005095626,1312.41
-0.09679943,-0.04810214,0.002324819,1313.718
-0.08137829,-0.06350752,0.0003554255,1313.991
-0.07654986,-0.1063554,-0.0005333796,1314.006
-0.1261823,-0.1638736,-5.576672e-05,1312.987
-0.2697009,-0.1465484,0.0005182754,1312.489
-0.3857185,-0.0706389,-6.242162e-05,1312.569
-0.3682296,-0.02347124,-5.499009e-05,1312.617
-0.3080448,-0.07215483,0.0004813454,1313.36
-0.254876,-0.1310012,0.0001428158,1314.918
-0.2427383,-0.06796759,-0.0006106552,1316.189
-0.1446617,-0.001310289,-0.0005654551,1316.469
-0.02083026,-0.003100197,0.00115569,1316.655
-0.01673244,-0.07863632,0.003652347,1319.764
-0.01813288,-0.1577654,0.002798153,1321.34
0.3383264,-0.1558135,0.008804148,1314.523
0.3166618,-0.1568644,-0.02567217,1333.427
-1.308561,0.06877083,-0.1632346,1394.264
-2.880027,0.3588744,-0.3438472,1472.514
-2.954956,0.6431195,-0.3199651,1568.035
-2.310937,1.274617,-0.1772456,1630.487
-1.0643,2.018826,-0.2082281,1600.427
-0.259153,2.342939,-0.2586115,1554.383
-0.5681055,1.981425,-0.169585,1582.451
-0.7743639,1.476042,-0.2371276,1622.874
0.1001067,1.506806,-0.4161278,1569.704
1.202151,1.900412,-0.4269482,1456.33
1.735135,2.333486,-0.2002205,1393.626
1.524172,2.663609,-0.07208835,1382.412
0.8088051,2.914769,-0.06626607,1374.906
0.2723002,2.763801,-0.05148554,1371.014
0.2700906,2.304956,-0.01739767,1370.404
0.1928283,1.704759,-0.00356952,1370.843
-0.1285583,1.105787,-0.0003790745,1375.115
-0.293877,0.7182918,0.002346635,1377.823
-0.2553234,0.6088175,0.003248799,1375.921
-0.3306581,0.6183679,0.001069823,1377.47
-0.390261,0.806126,0.0005943982,1381.983
-0.2031589,0.9705879,0.000777436,1384.024
0.2646247,-0.3143115,-0.0001722361,1307.454
0.2207002,-0.3193942,-8.467622e-05,1307.573
0.1372675,-0.2496566,0.0003754199,1307.251
0.07551035,-0.1794518,0.0007578813,1305.806
0.04928232,-0.1705772,0.00048068,1304.653
0.08000145,-0.1822786,0.0004349929,1305.539
0.08421922,-0.09133162,0.000450012,1307.574
-0.06034413,-0.007091982,0.0004061589,1309.189
-0.07986942,-0.08674571,-2.216606e-05,1309.718
0.03416418,-0.09588933,-0.0009714982,1309.12
0.04179534,-0.09285046,-0.001405495,1308.68
-0.001385374,-0.08466305,0.001034126,1309.286
-0.05319102,-0.05371732,0.00383343,1310.605
-0.09593629,-0.04671806,0.003094568,1311.802
-0.09504087,-0.04704424,0.001647054,1312.733
-0.07695882,-0.09359375,0.0006413917,1313.065
-0.193513,-0.230437,-0.0009674599,1313.154
-0.4856581,-0.2974748,-0.004394976,1314.222
-0.6637284,-0.271752,-0.006010563,1315.066
-0.5947707,-0.254474,-0.003810267,1314.51
-0.4269374,-0.238023,-0.001062667,1314.562
-0.318956,-0.164128,-0.0002248957,1316.754
-0.3041547,-0.01144936,-0.0005855819,1319.422
-0.1668506,-0.01683066,-0.0002552694,1320.981
-0.01911742,-0.07666436,0.003901933,1321.687
-0.01706407,-0.07697107,0.006416162,1325.236
-0.01919197,-0.1642419,0.002395483,1327.156
0.2002006,-0.1883043,0.007661937,1323.095
0.3643316,0.222805,0.001397664,1330.69
-0.1200441,1.302773,-0.05634816,1352.995
-1.742993,1.81301,-0.2287989,1388.328
-2.754127,1.671658,-0.2790988,1484.187
-2.353248,1.95088,-0.1831006,1586.195
-0.9058924,2.053436,-0.171488,1574.052
0.2333451,2.300964,-0.1949145,1509.336
-0.1283174,2.398183,-0.2371316,1502.263
-0.5466125,2.67642,-0.4841508,1511.955
0.09973154,2.630404,-0.5040084,1457.886
0.9551734,2.506015,-0.2635536,1388.957
1.326696,2.353919,-0.06473246,1367.385
1.066416,2.245157,-0.0171957,1366.81
0.467292,1.986267,-0.005624931,1366.917
0.02958581,1.668833,-0.000888643,1368.261
-0.08398971,1.316419,0.0007079715,1369.573
-0.2249078,0.9505271,0.0007936436,1370.764
-0.3702974,0.772161,0.001306644,1373.035
-0.3818942,0.694237,0.002549019,1374.693
-0.3615748,0.6085262,0.0009994189,1375.045
-0.4006029,0.6433446,-0.0004681077,1377.246
-0.3934305,0.8066546,0.0008958108,1381.477
-0.1332203,0.7858013,0.008210873,1384.248
0.2105132,-0.2470816,-3.317143e-05,1306.982
0.1158019,-0.1713899,0.0001343693,1307.264
0.05598988,-0.1053,0.0002563621,1307.111
0.03379222,-0.08259559,0.0005651504,1306.706
0.02191882,-0.09641883,0.0006558197,1306.458
0.03213543,-0.144585,0.0003125746,1307.327
0.06156628,-0.1128139,8.101701e-05,1308.593
0.01165726,-0.04693949,7.180472e-05,1309.316
-0.1047062,-0.06070186,0.0002051613,1309.827
-0.08070095,-0.1401698,-0.0005144658,1310.431
0.02391114,-0.1750114,-0.002437302,1310.979
0.02513358,-0.1324971,-0.001666878,1310.332
-0.008380999,-0.08351102,0.001506215,1309.908
-0.09053137,-0.08212098,0.002024774,1311.431
-0.1041738,-0.06974563,0.001017884,1312.492
-0.0749623,-0.09101429,0.002389897,1313.059
-0.2566401,-0.2171046,0.002633883,1316.477
-0.7352272,-0.2929444,-0.002052215,1321.95
-1.032688,-0.2590796,-0.005232787,1323.925
-0.9128917,-0.1781431,-0.00433042,1320.821
-0.6099223,-0.07705876,-0.001709752,1318.35
-0.37379,0.05779082,0.0005655602,1319.852
-0.2796658,0.1510805,0.0006110718,1322.934
-0.2611418,0.03196434,0.0005682491,1325.523
-0.09005655,-0.0521125,0.002552914,1326.4
0.04580371,0.01686911,0.0005854254,1326.73
-0.0209074,0.04433294,-0.003986354,1326.489
-0.01996866,-0.1006044,0.001841704,1325.785
0.3676224,0.06365044,0.0002037786,1327.079
0.4875368,0.9788035,-0.01628044,1330.504
-1.214397,1.585919,-0.1403644,1358.847
-3.099733,1.552169,-0.2412001,1457.881
-2.786731,2.105159,-0.2680722,1551.591
-0.9878773,2.301758,-0.3285281,1526.886
0.3753235,2.303626,-0.3117575,1457.67
0.379281,2.805843,-0.2741027,1421.174
0.05466298,3.500633,-0.3545665,1390.199
0.1793321,3.348592,-0.2340785,1361.404
0.4739112,2.84893,-0.05974797,1354.619
0.5576985,2.262362,-0.009195079,1358.552
0.2902111,1.651439,-0.003646554,1358.798
-0.08025751,1.123382,0.001154333,1359.855
-0.1965322,0.8428726,0.002814051,1361.098
-0.2356157,0.7124417,0.003772882,1363.432
-0.3488138,0.6991156,0.004402332,1366.757
-0.4107634,0.7729694,0.004391483,1368.692
-0.4332895,0.8170311,0.003876538,1370.569
-0.4709363,0.8173914,0.002620324,1372.802
-0.470745,0.8794175,0.002311929,1375.848
-0.316792,0.9197509,0.009978443,1378.92
0.006743468,0.7654164,0.02917901,1376.577
0.1187266,-0.1407119,0.0003574978,1307.18
0.0405754,-0.08608612,0.0008671133,1308.079
0.03852476,-0.05965199,0.001077419,1307.954
0.02455721,-0.0674983,0.0006283728,1308.241
0.008994906,-0.0827126,0.0003525368,1309.549
0.008685643,-0.1109368,5.532674e-05,1310.794
0.03810191,-0.1134572,-0.0002342594,1310.831
0.04716679,-0.08530497,-0.0001428321,1310.449
-0.04340979,-0.02441995,0.0003591824,1310.846
-0.1019551,-0.1087433,0.0002456518,1312.178
-0.04420163,-0.1658133,-0.00184919,1312.808
0.02493088,-0.1315716,-0.002375922,1310.585
0.02252109,-0.08418626,0.00134135,1309.269
-0.070226,-0.06615409,0.003320871,1311.664
-0.1023806,-0.05559165,0.001256673,1313.271
-0.05703742,-0.05476235,0.002212388,1313.26
-0.1819137,0.03970774,0.006603143,1315.438
-0.73843,0.2649447,0.004346323,1320.649
-1.165202,0.4428061,-0.001118698,1323.355
-1.066483,0.4987472,-0.001477226,1320.541
-0.7050807,0.5248311,0.000464708,1319.116
-0.3819642,0.5512,0.001890651,1320.953
-0.1882608,0.5214987,0.001792165,1323.188
-0.1206331,0.3520686,0.001043892,1325.588
-0.02248532,0.2190882,-0.0007266805,1326.905
0.0385011,0.145937,-0.002677167,1325.886
-0.1737194,0.0733519,-0.003247742,1324.065
-0.4390569,-0.4106069,-0.0004418559,1324.68
-0.2329556,-0.7639976,0.0005809226,1327.735
-0.03612527,-0.3374682,-0.01079415,1330.801
-1.315678,0.73953,-0.09813647,1358.273
-3.06969,1.706048,-0.1917115,1435.652
-2.642909,2.73557,-0.3562967,1480.646
-0.8052691,2.964899,-0.3813085,1429.389
0.448392,2.965745,-0.2495955,1373.469
0.4738578,3.014555,-0.1233626,1359.673
0.2332813,2.913498,-0.06547598,1350.843
0.1370722,2.526038,-0.01925479,1346.769
0.01172539,2.022702,-0.003126722,1350.613
-0.1342914,1.472046,-0.0009035507,1352.35
-0.2572617,0.9622741,0.00283198,1351.669
-0.2841602,0.6826702,0.004906813,1351.83
-0.197554,0.5550175,0.006387402,1353.373
-0.1497253,0.5781271,0.008392953,1354.956
-0.2236084,0.6979156,0.009827234,1357.044
-0.3638963,0.7757694,0.00909644,1360.656
-0.4438328,0.8768046,0.007551386,1362.991
-0.502867,0.9767562,0.005982259,1365.443
-0.4693062,1.001032,0.01043905,1370.44
-0.1526554,0.8642949,0.02560857,1369.361
0.05544394,0.3877931,0.02839986,1362.454
0.05633926,-0.09568264,0.0006578979,1309.706
0.02373132,-0.08681864,0.0008236972,1311.168
0.02860269,-0.08633146,0.001167631,1311.741
0.02964292,-0.08821427,0.0005319693,1311.498
0.0210353,-0.07904349,4.522567e-05,1311.687
0.01420547,-0.06997947,2.062389e-05,1312.094
0.02912783,-0.07358543,-3.400446e-05,1311.394
0.05317024,-0.07650673,-4.027515e-05,1310.44
0.03953559,-0.01307849,0.0002720569,1310.321
-0.07576992,0.02644942,0.0006308328,1311.32
-0.141128,-0.03044507,-0.0002373113,1312.202
-0.03488694,-0.09272611,-0.00171121,1310.289
0.05525492,-0.0725471,0.0005503932,1308.577
-0.01954319,-0.02256932,0.003550927,1310.542
-0.0979156,-0.005179607,0.001179284,1312.636
-0.09050033,0.0008174538,-0.002062842,1312.309
-0.1457111,0.2416508,0.001050741,1310.949
-0.4930184,0.7817358,0.003742737,1312.519
-0.873281,1.17984,0.0004701809,1316.531
-0.8726925,1.20553,0.000668577,1318.263
-0.597677,1.103148,0.002362474,1320.091
-0.2805364,0.9801789,0.001989664,1322.082
-0.007157566,0.8586455,0.001478916,1322.871
0.04089225,0.6805331,0.0007830535,1324.192
-0.04920462,0.4498714,-0.0001548787,1325.671
-0.5353953,0.09263051,0.0003922223,1326.057
-1.068029,-0.6152757,-7.588731e-05,1324.952
-1.271789,-1.470375,-0.004076902,1325.565
-1.018399,-1.919785,-0.006192771,1328.627
-0.713737,-1.477503,-0.01303621,1331.422
-1.155257,0.2063187,-0.02875158,1354.33
-1.908461,2.057141,-0.08123188,1392.638
-1.512402,3.232275,-0.242068,1391.051
-0.3064464,3.230912,-0.1842052,1356.33
0.3941564,2.833647,-0.06105623,1338.093
0.2502817,2.073784,-0.01496114,1340.303
-0.07862729,1.329816,-0.001248963,1345.564
-0.1803961,0.9311225,0.0007499589,1346.789
-0.2645048,0.7328648,0.001666103,1346.575
-0.2860048,0.4901211,0.005240825,1346.767
-0.2582962,0.3473497,0.006159387,1346.69
-0.1852845,0.3042029,0.006312701,1346.552
-0.09031061,0.2559733,0.007607612,1347.144
-0.03083735,0.2548638,0.009358512,1347.357
-0.04806553,0.3276074,0.01066166,1348.413
-0.2119506,0.4544162,0.01161374,1352.017
-0.4061461,0.6093583,0.009585978,1354.826
-0.4841639,0.6833632,0.007254937,1358.565
-0.2922691,0.6100594,0.01563432,1361.452
0.01355845,0.2833807,0.02177998,1356.902
-0.07465495,-0.09629106,0.001405261,1356.642
0.04948072,-0.07774881,0.0001507689,1311.842
0.03289396,-0.0711042,-0.0003632664,1312.773
0.02721255,-0.07126123,-0.0001998286,1313.677
0.04293722,-0.06908586,0.000101236,1312.369
0.03783334,-0.05907479,6.700409e-05,1310.972
0.01417797,-0.05605576,4.928586e-05,1311.297
0.01299902,-0.06243012,9.347921e-05,1311.144
0.04542286,-0.06372941,6.491092e-05,1310.337
0.07779392,-0.02479025,8.819687e-05,1310.046
0.01384924,0.0798032,0.0002106031,1310.515
-0.1005282,0.08944007,-0.0002315679,1311.14
-0.03756041,-0.04955582,-0.001457873,1310.011
0.07964673,-0.05869691,-0.0001477962,1308.882
0.02099933,-0.03097157,0.002664534,1310.886
-0.105335,0.001891467,0.001345481,1313.497
-0.210956,0.07468574,-0.002622783,1313.645
-0.2432374,0.2781751,-0.003577865,1312.108
-0.2618348,0.800177,3.822718e-05,1312.175
-0.3771949,1.333586,0.002179366,1315.411
-0.4506178,1.416739,0.002346398,1319.441
-0.3488297,1.246277,0.002228876,1322.441
-0.09829246,1.084162,0.0001056611,1323.402
0.03118866,0.9508254,-0.000508309,1323.473
-0.2306187,0.6659356,0.0007043954,1323.938
-0.9959556,0.07228014,-0.000257119,1325.123
-1.756197,-0.7351096,-0.0009046714,1326.385
-2.065135,-1.625213,-0.006797664,1326.939
-1.779336,-2.311108,-0.01770746,1330.361
-1.177977,-2.625456,-0.01469691,1334.061
-0.7015569,-2.37609,-0.005796185,1334.582
-0.674123,-0.831065,0.005443888,1344.868
-0.5953174,1.127,-0.009359397,1355.056
-0.2506109,2.279172,-0.05601624,1344.569
0.02889041,2.171261,-0.02504109,1334.891
